battery,bioname,conductivity,createdAt,light,localname,moisture,temperature,timestamp,id
100,Solanum lycopersicum var. cerasiforme,1872,2024-04-30 01:59:32.879292+07:00,1222,Cherry Tomato,49,28.0,1714417173749,-NwfDVElD8ygIzvwd4Vb
100,Solanum lycopersicum var. cerasiforme,1520,2024-04-30 02:04:36.219132+07:00,3622,Cherry Tomato,36,26.0,1714417477333,-NwfEeMGSmGxIHQQXA_1
100,Solanum lycopersicum var. cerasiforme,1862,2024-04-30 02:09:39.876185+07:00,0,Cherry Tomato,51,28.0,1714417780707,-NwfFoQODAReQAZkU1g7
100,Solanum lycopersicum var. cerasiforme,1872,2024-04-30 02:14:42.892881+07:00,0,Cherry Tomato,51,28.0,1714418083971,-NwfGySzasbc5sUsvKJI
100,Solanum lycopersicum var. cerasiforme,1862,2024-04-30 02:19:46.944876+07:00,0,Cherry Tomato,51,28.0,1714418387778,-NwfI7cqHPp7AsMawJ5Z
100,Solanum lycopersicum var. cerasiforme,1851,2024-04-30 02:24:49.882610+07:00,0,Cherry Tomato,51,28.0,1714418690740,-NwfJHadDRIAZJDvUhv-
100,Solanum lycopersicum var. cerasiforme,1840,2024-04-30 02:29:52.935966+07:00,0,Cherry Tomato,51,28.0,1714418993871,-NwfKRaoqTE-lM5ygEIy
100,Solanum lycopersicum var. cerasiforme,1869,2024-04-30 02:34:55.884299+07:00,0,Cherry Tomato,51,27.8,1714419296741,-NwfLaY6h3iu2u8A-FTb
100,Solanum lycopersicum var. cerasiforme,1858,2024-04-30 02:39:58.957280+07:00,0,Cherry Tomato,51,27.8,1714419599782,-NwfMkXbPQo_U8lscOS2
100,Solanum lycopersicum var. cerasiforme,1847,2024-04-30 02:45:01.923201+07:00,0,Cherry Tomato,50,27.8,1714419903230,-NwfNubljtcXJRwx1yY6
100,Solanum lycopersicum var. cerasiforme,1420,2024-04-30 02:50:05.870835+07:00,1289,Cherry Tomato,50,27.9,1714420206712,-NwfP3hqKd6BXc_qm26M
100,Solanum lycopersicum var. cerasiforme,1843,2024-04-30 02:55:08.933291+07:00,0,Cherry Tomato,50,27.9,1714420509823,-NwfQDhnndsoSzcDWbyB
100,Solanum lycopersicum var. cerasiforme,1847,2024-04-30 03:00:11.903830+07:00,0,Cherry Tomato,50,27.8,1714420812746,-NwfRNes25KSnuMXX3IM
100,Solanum lycopersicum var. cerasiforme,1850,2024-04-30 03:05:14.838094+07:00,0,Cherry Tomato,48,27.7,1714421115917,-NwfSXfwNi8qg_w47nf_
100,Solanum lycopersicum var. cerasiforme,1839,2024-04-30 03:10:18.858619+07:00,2130,Cherry Tomato,50,27.7,1714421419732,-NwfTgqr8q2OvXK0C560
100,Solanum lycopersicum var. cerasiforme,1843,2024-04-30 03:15:21.840184+07:00,0,Cherry Tomato,50,27.6,1714421722757,-NwfUqpmmyL2RjpPhTgb
100,Solanum lycopersicum var. cerasiforme,1832,2024-04-30 03:20:25.818620+07:00,0,Cherry Tomato,50,27.6,1714422026655,-NwfW01SNvFHPgvI2eEM
100,Solanum lycopersicum var. cerasiforme,1828,2024-04-30 03:25:28.963435+07:00,0,Cherry Tomato,50,27.7,1714422329818,-NwfXA2KGzlzm1eNyv7i
100,Solanum lycopersicum var. cerasiforme,1846,2024-04-30 03:30:31.908251+07:00,0,Cherry Tomato,50,27.5,1714422632713,-NwfYK-BPw4nZUdlh71v
100,Solanum lycopersicum var. cerasiforme,1835,2024-04-30 03:35:35.798744+07:00,0,Cherry Tomato,50,27.5,1714422936621,-NwfZUBgYxIsBlFnFz2G
100,Solanum lycopersicum var. cerasiforme,1835,2024-04-30 03:40:38.827750+07:00,0,Cherry Tomato,50,27.5,1714423239721,-Nwf_dBZ_C6_0a-zJIVe
100,Solanum lycopersicum var. cerasiforme,1835,2024-04-30 03:45:42.868310+07:00,0,Cherry Tomato,50,27.5,1714423543746,-NwfanPyxme2bCkFSV_p
100,Solanum lycopersicum var. cerasiforme,1825,2024-04-30 03:50:46.862635+07:00,0,Cherry Tomato,50,27.5,1714423847694,-Nwfbxc46kxqfuyOw6Kp
100,Solanum lycopersicum var. cerasiforme,1821,2024-04-30 03:55:49.769078+07:00,0,Cherry Tomato,50,27.5,1714424150569,-Nwfd6Z_8YTfXaSKd42_
100,Solanum lycopersicum var. cerasiforme,1890,2024-04-30 04:00:53.763340+07:00,0,Cherry Tomato,50,27.5,1714424454694,-NwfeGoUxjAOKoRPGG_1
100,Solanum lycopersicum var. cerasiforme,1842,2024-04-30 04:05:57.904350+07:00,0,Cherry Tomato,50,27.3,1714424759002,-NwffR6Phspbmf8ROIXi
100,Solanum lycopersicum var. cerasiforme,1828,2024-04-30 04:11:01.783910+07:00,0,Cherry Tomato,50,27.4,1714425062652,-NwfgaEcHjfElZo2IjgF
100,Solanum lycopersicum var. cerasiforme,1828,2024-04-30 04:16:05.870611+07:00,0,Cherry Tomato,50,27.4,1714425366723,-NwfhkTvUfJOzvzp6L7K
100,Solanum lycopersicum var. cerasiforme,1817,2024-04-30 04:21:08.727712+07:00,0,Cherry Tomato,50,27.4,1714425669509,-NwfiuOyxO6Al0Kv5qns
100,Solanum lycopersicum var. cerasiforme,1817,2024-04-30 04:26:11.743851+07:00,0,Cherry Tomato,50,27.4,1714425972625,-Nwfk3P3euD5R57XlxHw
100,Solanum lycopersicum var. cerasiforme,1835,2024-04-30 04:31:14.791040+07:00,0,Cherry Tomato,50,27.2,1714426276328,-NwflDYF0haYIpU6tonV
100,Solanum lycopersicum var. cerasiforme,1821,2024-04-30 04:36:18.770808+07:00,0,Cherry Tomato,50,27.3,1714426579651,-NwfmNaiiHuBpsMmREht
100,Solanum lycopersicum var. cerasiforme,1813,2024-04-30 04:41:21.791429+07:00,0,Cherry Tomato,50,27.2,1714426882671,-NwfnX_ahgrPgPNNz70L
100,Solanum lycopersicum var. cerasiforme,1824,2024-04-30 04:46:24.726638+07:00,0,Cherry Tomato,50,27.2,1714427185848,-NwfogadDStDxYJ1tTMN
100,Solanum lycopersicum var. cerasiforme,1824,2024-04-30 04:51:28.706593+07:00,0,Cherry Tomato,50,27.2,1714427489584,-NwfpqkTHwd-rU959BHp
100,Solanum lycopersicum var. cerasiforme,1816,2024-04-30 04:56:31.709899+07:00,0,Cherry Tomato,50,27.1,1714427792610,-Nwfr-jKtATwRMKenccj
100,Solanum lycopersicum var. cerasiforme,1813,2024-04-30 05:01:34.736787+07:00,0,Cherry Tomato,50,27.2,1714428095679,-Nwfs9ilJxrQpRSYHTlL
100,Solanum lycopersicum var. cerasiforme,1827,2024-04-30 05:06:37.767783+07:00,0,Cherry Tomato,50,27.1,1714428398886,-NwftJjvRXkZEb4C_TEC
100,Solanum lycopersicum var. cerasiforme,1820,2024-04-30 05:11:42.802341+07:00,0,Cherry Tomato,50,27.0,1714428703732,-NwfuUAXhLj8lugb2Arv
100,Solanum lycopersicum var. cerasiforme,1816,2024-04-30 05:16:45.788073+07:00,0,Cherry Tomato,50,27.1,1714429007376,-NwfvdIiFUUaVKetahT_
100,Solanum lycopersicum var. cerasiforme,1816,2024-04-30 05:21:50.690060+07:00,0,Cherry Tomato,50,27.1,1714429311613,-Nwfwn_k7P2Z5lwstkx9
100,Solanum lycopersicum var. cerasiforme,1805,2024-04-30 05:26:53.722602+07:00,0,Cherry Tomato,50,27.1,1714429614555,-NwfxxY2ScZdGHFtcvd4
100,Solanum lycopersicum var. cerasiforme,1808,2024-04-30 05:31:56.771850+07:00,0,Cherry Tomato,50,27.0,1714429918346,-Nwfz6hywgs2lSbLLaqw
100,Solanum lycopersicum var. cerasiforme,1808,2024-04-30 05:37:00.743186+07:00,0,Cherry Tomato,50,27.0,1714430221703,-Nwg-GloraQy-nyd5DLx
100,Solanum lycopersicum var. cerasiforme,1808,2024-04-30 05:42:03.721552+07:00,0,Cherry Tomato,50,27.0,1714430524549,-Nwg0Qhk3mO1-V4IZ6WE
100,Solanum lycopersicum var. cerasiforme,1790,2024-04-30 05:47:06.727552+07:00,0,Cherry Tomato,50,26.9,1714430827663,-Nwg1_hsRydlIyu_kitN
100,Solanum lycopersicum var. cerasiforme,1801,2024-04-30 05:52:11.683996+07:00,0,Cherry Tomato,50,26.9,1714431133932,-Nwg2k8aYn6nQ3wIqci2
100,Solanum lycopersicum var. cerasiforme,1798,2024-04-30 05:57:16.714286+07:00,110,Cherry Tomato,50,27.0,1714431437866,-Nwg3ugZ6QmNzXx1CzHY
100,Solanum lycopersicum var. cerasiforme,1801,2024-04-30 06:02:20.654644+07:00,147,Cherry Tomato,50,26.9,1714431742316,-Nwg540QHhOtJRDcH126
100,Solanum lycopersicum var. cerasiforme,1801,2024-04-30 06:07:24.681052+07:00,162,Cherry Tomato,50,26.9,1714432045776,-Nwg6E60PuATSDcCDbF1
100,Solanum lycopersicum var. cerasiforme,1786,2024-04-30 06:12:28.766218+07:00,209,Cherry Tomato,50,27.0,1714432349695,-Nwg7OIVc4belFltaOo0
100,Solanum lycopersicum var. cerasiforme,1786,2024-04-30 06:17:32.633759+07:00,334,Cherry Tomato,50,27.0,1714432653518,-Nwg8YU-nRTdTs18Ebmx
100,Solanum lycopersicum var. cerasiforme,1790,2024-04-30 06:22:35.711956+07:00,400,Cherry Tomato,50,26.9,1714432956571,-Nwg9hTErPEj7uF7RBfn
100,Solanum lycopersicum var. cerasiforme,1798,2024-04-30 06:27:38.728935+07:00,414,Cherry Tomato,50,27.0,1714433259666,-NwgArT0o88ZJ5weOJmd
100,Solanum lycopersicum var. cerasiforme,1783,2024-04-30 06:32:41.644588+07:00,592,Cherry Tomato,50,27.1,1714433562540,-NwgC0PLhv_f63ovN4Ps
100,Solanum lycopersicum var. cerasiforme,1780,2024-04-30 06:37:44.718898+07:00,896,Cherry Tomato,50,27.2,1714433865589,-NwgDAOZv3eohg4AO5Ne
100,Solanum lycopersicum var. cerasiforme,1768,2024-04-30 06:42:47.666283+07:00,987,Cherry Tomato,50,27.2,1714434168539,-NwgEKM5k2Ijbty31ITS
100,Solanum lycopersicum var. cerasiforme,1776,2024-04-30 06:47:50.623020+07:00,999,Cherry Tomato,50,27.3,1714434471461,-NwgFUJJIogeeOpKQfNo
100,Solanum lycopersicum var. cerasiforme,1754,2024-04-30 06:52:53.634346+07:00,1108,Cherry Tomato,50,27.3,1714434774487,-NwgGdIBKNo66kXcrhF-
100,Solanum lycopersicum var. cerasiforme,1747,2024-04-30 06:57:56.628107+07:00,1316,Cherry Tomato,50,27.5,1714435077544,-NwgHnHMMM9A25G2pL7A
100,Solanum lycopersicum var. cerasiforme,1747,2024-04-30 07:02:59.585061+07:00,1414,Cherry Tomato,50,27.5,1714435380539,-NwgIxFdVzEEpoDb4Q16
100,Solanum lycopersicum var. cerasiforme,1755,2024-04-30 07:08:06.627223+07:00,1441,Cherry Tomato,50,27.6,1714435687697,-NwgK7F2Qo7KU3NHq4mq
100,Solanum lycopersicum var. cerasiforme,1745,2024-04-30 07:13:10.650629+07:00,1578,Cherry Tomato,50,27.9,1714435991613,-NwgLHRcdyAAEjmEAD-o
100,Solanum lycopersicum var. cerasiforme,1737,2024-04-30 07:18:13.723500+07:00,1778,Cherry Tomato,50,27.8,1714436294572,-NwgMRPKNmpS5hrGWmRh
100,Solanum lycopersicum var. cerasiforme,1741,2024-04-30 07:23:16.604308+07:00,1872,Cherry Tomato,50,28.0,1714436597521,-NwgNaN01XA_V8a-r1r3
100,Solanum lycopersicum var. cerasiforme,1712,2024-04-30 07:35:18.908653+07:00,1940,Cherry Tomato,50,28.2,1714437320211,-NwgQLlJp87RxT--5w4n
100,Solanum lycopersicum var. cerasiforme,1928,2024-04-30 07:35:51.557391+07:00,1945,Cherry Tomato,50,28.2,1714437352632,-NwgQTihpYYuSLO4kP3u
100,Solanum lycopersicum var. cerasiforme,1903,2024-04-30 07:36:42.532364+07:00,1924,Cherry Tomato,65,28.2,1714437403548,-NwgQf977OaAwegjkF93
100,Solanum lycopersicum var. cerasiforme,1892,2024-04-30 07:36:54.456030+07:00,2421,Cherry Tomato,62,28.2,1714437415505,-NwgQi42nDHs0vwqEybv
100,Solanum lycopersicum var. cerasiforme,1983,2024-04-30 07:41:57.589215+07:00,2025,Cherry Tomato,55,27.9,1714437718427,-NwgRs18A7_WJBcJU36n
100,Solanum lycopersicum var. cerasiforme,2571,2024-04-30 07:47:00.625004+07:00,2037,Cherry Tomato,55,27.5,1714438021604,-NwgT12Qs3CrF7cI1Y88
100,Solanum lycopersicum var. cerasiforme,2612,2024-04-30 07:52:03.605183+07:00,2113,Cherry Tomato,55,27.2,1714438324641,-NwgUB1MkjZQmeiERAeo
100,Solanum lycopersicum var. cerasiforme,2617,2024-04-30 07:57:07.594007+07:00,2447,Cherry Tomato,55,27.1,1714438628548,-NwgVLDZI8t5DKnM8Im5
100,Solanum lycopersicum var. cerasiforme,2622,2024-04-30 08:02:10.517446+07:00,2739,Cherry Tomato,55,27.0,1714438931356,-NwgWV9DW5vysGLpIyOg
100,Solanum lycopersicum var. cerasiforme,2622,2024-04-30 08:07:13.606762+07:00,2894,Cherry Tomato,55,27.0,1714439234564,-NwgXeAdeyFros6R2TQc
100,Solanum lycopersicum var. cerasiforme,2607,2024-04-30 08:12:16.551288+07:00,3186,Cherry Tomato,55,27.3,1714439537588,-NwgYo9c2befQGbJUtuX
100,Solanum lycopersicum var. cerasiforme,2602,2024-04-30 08:17:19.547624+07:00,3260,Cherry Tomato,55,27.4,1714439840652,-NwgZy8tWrh-P6d_r1-j
100,Solanum lycopersicum var. cerasiforme,2018,2024-04-30 08:22:23.564210+07:00,3299,Cherry Tomato,55,27.4,1714440144755,-Nwga7NiN0fEC2gp-dnN
100,Solanum lycopersicum var. cerasiforme,2636,2024-04-30 08:27:27.563263+07:00,3430,Cherry Tomato,55,27.8,1714440448594,-NwgbH_1txsuq8pDyHe2
100,Solanum lycopersicum var. cerasiforme,2589,2024-04-30 08:32:31.511812+07:00,3439,Cherry Tomato,55,28.2,1714440752467,-NwgcRkvUDshOx0BSYlj
100,Solanum lycopersicum var. cerasiforme,2552,2024-04-30 08:37:34.551279+07:00,3379,Cherry Tomato,55,28.4,1714441056098,-NwgdatD3vrIcylIi0MF
100,Solanum lycopersicum var. cerasiforme,2569,2024-04-30 08:42:38.584308+07:00,3297,Cherry Tomato,55,28.6,1714441360404,-NwgelB730dCG4xiDrY7
100,Solanum lycopersicum var. cerasiforme,2542,2024-04-30 08:47:42.492939+07:00,3379,Cherry Tomato,54,28.6,1714441663515,-NwgfvARCLKLX3_QZgYm
100,Solanum lycopersicum var. cerasiforme,2558,2024-04-30 08:52:45.507746+07:00,3610,Cherry Tomato,54,28.8,1714441966399,-Nwgh47jlEpsK0wDXU7v
100,Solanum lycopersicum var. cerasiforme,2580,2024-04-30 08:57:48.550072+07:00,3774,Cherry Tomato,54,28.9,1714442270373,-NwgiEGMp2wOoLDp2Sz_
100,Solanum lycopersicum var. cerasiforme,2543,2024-04-30 09:02:52.486116+07:00,3765,Cherry Tomato,54,29.1,1714442573350,-NwgjOJV7Dqm4MH81YSR
100,Solanum lycopersicum var. cerasiforme,2019,2024-04-30 09:07:55.467221+07:00,4001,Cherry Tomato,54,29.3,1714442876574,-NwgkYI5IulZnBJKAtqM
100,Solanum lycopersicum var. cerasiforme,1898,2024-04-30 09:12:59.470912+07:00,4156,Cherry Tomato,50,27.8,1714443180391,-NwglhWC8zJBY4-8Gssv
100,Solanum lycopersicum var. cerasiforme,1992,2024-04-30 09:18:02.656888+07:00,4007,Cherry Tomato,49,28.2,1714443483953,-Nwgmrb6IgHlr8FUieIT
100,Solanum lycopersicum var. cerasiforme,1990,2024-04-30 09:23:06.473002+07:00,3987,Cherry Tomato,50,29.3,1714443787395,-Nwgo0hb9zZxPXIHM3xO
100,Solanum lycopersicum var. cerasiforme,1928,2024-04-30 09:28:09.488304+07:00,3883,Cherry Tomato,50,26.8,1714444090453,-NwgpAgPRotUPheMntak
100,Solanum lycopersicum var. cerasiforme,1901,2024-04-30 09:33:12.535357+07:00,3818,Cherry Tomato,49,27.1,1714444393609,-NwgqKhHx8Kwa-G-GJBP
100,Solanum lycopersicum var. cerasiforme,1899,2024-04-30 09:38:16.475289+07:00,3563,Cherry Tomato,49,26.7,1714444697750,-NwgrUxtK632IQKG29AF
100,Solanum lycopersicum var. cerasiforme,1928,2024-04-30 09:43:20.457125+07:00,3350,Cherry Tomato,50,26.9,1714445001504,-Nwgse6qfi_7UN-5quZD
100,Solanum lycopersicum var. cerasiforme,1908,2024-04-30 09:48:23.484872+07:00,3421,Cherry Tomato,49,26.7,1714445304356,-Nwgto36tefQB15Z1Fm7
100,Solanum lycopersicum var. cerasiforme,1840,2024-04-30 09:53:26.492730+07:00,3430,Cherry Tomato,49,26.9,1714445607447,-Nwguy3CTliYVGw-bm4S
100,Solanum lycopersicum var. cerasiforme,1893,2024-04-30 09:58:29.447672+07:00,3623,Cherry Tomato,45,26.1,1714445910478,-Nwgw723sa1eHbutUGA6
100,Solanum lycopersicum var. cerasiforme,1980,2024-04-30 10:03:32.438808+07:00,3583,Cherry Tomato,46,27.0,1714446213306,-NwgxGyelCnGdMgJzFm7
100,Solanum lycopersicum var. cerasiforme,1969,2024-04-30 10:08:35.498589+07:00,4041,Cherry Tomato,48,26.8,1714446516465,-NwgyQzIXfp_QJwh9tin
100,Solanum lycopersicum var. cerasiforme,1992,2024-04-30 10:13:38.463886+07:00,4260,Cherry Tomato,48,26.5,1714446819483,-Nwgz_y5J3EOX0pugUxp
100,Solanum lycopersicum var. cerasiforme,1892,2024-04-30 10:18:41.483294+07:00,4274,Cherry Tomato,48,27.2,1714447122384,-Nwh-juir1J1AxLnvmrk
100,Solanum lycopersicum var. cerasiforme,1891,2024-04-30 10:23:44.440638+07:00,4101,Cherry Tomato,49,27.5,1714447425380,-Nwh0tt4FsFTpLEgabJt
100,Solanum lycopersicum var. cerasiforme,1894,2024-04-30 10:28:47.493898+07:00,4029,Cherry Tomato,50,27.0,1714447728424,-Nwh22sHYhye9l1TEPCb
100,Solanum lycopersicum var. cerasiforme,1620,2024-04-30 10:33:50.427295+07:00,4200,Cherry Tomato,49,26.8,1714448031350,-Nwh3CpJ3kYKD6VI9g-8
100,Solanum lycopersicum var. cerasiforme,1712,2024-04-30 10:38:53.420313+07:00,4007,Cherry Tomato,49,26.6,1714448334922,-Nwh4MwfVCTG3GigeToB
100,Solanum lycopersicum var. cerasiforme,1689,2024-04-30 10:43:57.424567+07:00,3954,Cherry Tomato,49,26.9,1714448638435,-Nwh5X1oRsDi3wgFvKuz
100,Solanum lycopersicum var. cerasiforme,1981,2024-04-30 10:49:00.416473+07:00,3534,Cherry Tomato,50,27.0,1714448941458,-Nwh6g0qJfDQ2BXmn7Wl
100,Solanum lycopersicum var. cerasiforme,1702,2024-04-30 10:54:03.415320+07:00,3528,Cherry Tomato,48,26.4,1714449244344,-Nwh7pyiOjL5JrjH8FOz
100,Solanum lycopersicum var. cerasiforme,1698,2024-04-30 10:59:06.419025+07:00,2600,Cherry Tomato,53,31.0,1714449547225,-Nwh8zvAFrGE1uHn3JhS
100,Solanum lycopersicum var. cerasiforme,2468,2024-04-30 11:04:09.354090+07:00,2367,Cherry Tomato,53,31.1,1714449850447,-NwhA8xGojha21wYVvmP
100,Solanum lycopersicum var. cerasiforme,3600,2024-04-30 11:09:13.396812+07:00,2087,Cherry Tomato,54,31.4,1714450154269,-NwhBJ7Q5OFpEAgC1n2r
100,Solanum lycopersicum var. cerasiforme,3240,2024-04-30 11:14:16.388934+07:00,2021,Cherry Tomato,55,30.8,1714450457392,-NwhCT7hD36bRO1UsKOl
100,Solanum lycopersicum var. cerasiforme,4120,2024-04-30 11:19:19.402522+07:00,1913,Cherry Tomato,53,30.8,1714450760426,-NwhDc6AzvWCN0On5NEC
100,Solanum lycopersicum var. cerasiforme,2442,2024-04-30 11:24:23.393946+07:00,2383,Cherry Tomato,53,30.6,1714451064308,-NwhEmItnaiznp8BMucd
100,Solanum lycopersicum var. cerasiforme,2483,2024-04-30 11:29:26.432792+07:00,3194,Cherry Tomato,53,30.8,1714451367423,-NwhFwI_Ar0fIQzcEmjB
100,Solanum lycopersicum var. cerasiforme,2483,2024-04-30 11:34:30.339288+07:00,2390,Cherry Tomato,53,30.8,1714451671385,-NwhH5WMCyDiEcxXymoK
100,Solanum lycopersicum var. cerasiforme,2400,2024-04-30 11:39:33.355618+07:00,3080,Cherry Tomato,50,29.1,1714451974784,-NwhIFa7FWGkUHDgdza-
100,Solanum lycopersicum var. cerasiforme,2483,2024-04-30 11:44:37.336184+07:00,3076,Cherry Tomato,53,28.0,1714452278357,-NwhJPhQLBkB7ETXuGZW
100,Solanum lycopersicum var. cerasiforme,2448,2024-04-30 11:49:40.333741+07:00,3620,Cherry Tomato,50,30.0,1714452581180,-NwhKZcvmoeL4ONw_RBF
100,Solanum lycopersicum var. cerasiforme,2441,2024-04-30 11:54:43.371285+07:00,3410,Cherry Tomato,49,26.8,1714452884428,-NwhLifDkLQ782dtqGQs
100,Solanum lycopersicum var. cerasiforme,1992,2024-04-30 11:59:47.397049+07:00,4510,Cherry Tomato,49,26.8,1714453188233,-NwhMsqECoiFilflBHRs
100,Solanum lycopersicum var. cerasiforme,3120,2024-04-30 12:04:50.360363+07:00,4521,Cherry Tomato,48,27.0,1714453491169,-NwhO1ndGdmXTx7LFEcQ
100,Solanum lycopersicum var. cerasiforme,1986,2024-04-30 12:09:53.333439+07:00,4789,Cherry Tomato,47,26.8,1714453794289,-NwhPBnrmbBK4CaZe3xl
100,Solanum lycopersicum var. cerasiforme,1996,2024-04-30 12:14:56.320204+07:00,4366,Cherry Tomato,49,26.9,1714454097367,-NwhQLnLd5HznZYZ_4_c
100,Solanum lycopersicum var. cerasiforme,1987,2024-04-30 12:19:59.449582+07:00,3987,Cherry Tomato,49,27.0,1714454400394,-NwhRVm6R7jBjBZkq4s_
100,Solanum lycopersicum var. cerasiforme,1998,2024-04-30 12:25:03.312896+07:00,3737,Cherry Tomato,50,26.9,1714454704456,-NwhSf0AeanlC0bqMRqw
100,Solanum lycopersicum var. cerasiforme,1989,2024-04-30 12:30:07.377110+07:00,3870,Cherry Tomato,49,27.0,1714455008417,-NwhTpDX9HRlkxdaqx95
100,Solanum lycopersicum var. cerasiforme,1978,2024-04-30 12:35:11.306637+07:00,4071,Cherry Tomato,48,27.1,1714455312396,-NwhUzQvnIwl1TDgFV5z
100,Solanum lycopersicum var. cerasiforme,1982,2024-04-30 12:40:15.294613+07:00,4072,Cherry Tomato,49,27.2,1714455616803,-NwhW8khvtgDu6d4j1hJ
100,Solanum lycopersicum var. cerasiforme,1991,2024-04-30 12:45:19.339886+07:00,3892,Cherry Tomato,49,26.7,1714455920455,-NwhXIsPTuFCu37qcopn
100,Solanum lycopersicum var. cerasiforme,1989,2024-04-30 12:50:23.312533+07:00,3929,Cherry Tomato,48,27.9,1714456224452,-NwhYT61b497z4WH_FYD
100,Solanum lycopersicum var. cerasiforme,1978,2024-04-30 12:55:27.347949+07:00,4263,Cherry Tomato,49,27.0,1714456528181,-NwhZcFT0ZlemjQ1OVYt
100,Solanum lycopersicum var. cerasiforme,1998,2024-04-30 13:00:30.283449+07:00,4505,Cherry Tomato,49,26.9,1714456831106,-Nwh_mCzZHbuM5F1bef1
100,Solanum lycopersicum var. cerasiforme,1999,2024-04-30 13:05:33.300117+07:00,4397,Cherry Tomato,50,27.2,1714457134146,-NwhawC7dvDf53Jqc6ho
100,Solanum lycopersicum var. cerasiforme,1999,2024-04-30 13:10:36.306814+07:00,4955,Cherry Tomato,49,27.0,1714457437409,-Nwhc5E_TZW5VhfUHPfT
